# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.48588e-07 to 11.3904 h/Mpc,
# number of wavenumbers equal to 581
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:d_tot                  8:phi                    9:psi                
       3.183438208154e-02       9.123959372366e-02      -3.669310463217e+03      -3.644735447394e+03       9.290048713478e-02       1.031149531737e-01      -1.138440707148e+03       1.875016476179e-01       1.875016476179e-01 
       3.198255460039e-02       9.085588392719e-02      -3.687927339861e+03      -3.663350406106e+03       9.250981643743e-02       1.026615366865e-01      -1.144249835873e+03       1.867160847873e-01       1.867160847873e-01 
       3.213118171104e-02       9.047438757884e-02      -3.706569575230e+03      -3.681986411188e+03       9.212138180874e-02       1.022385379449e-01      -1.150065719292e+03       1.859328350604e-01       1.859328350604e-01 
       3.228027526365e-02       9.009346772152e-02      -3.725228852038e+03      -3.700641405169e+03       9.173354102954e-02       1.018667882923e-01      -1.155887398856e+03       1.851516385549e-01       1.851516385549e-01 
       3.242984748286e-02       8.971370391976e-02      -3.743917310351e+03      -3.719325929515e+03       9.134687830246e-02       1.014246487574e-01      -1.161718324829e+03       1.843729396305e-01       1.843729396305e-01 
       3.257991098265e-02       8.933497365892e-02      -3.762629272376e+03      -3.738034298214e+03       9.096126766363e-02       1.009903364919e-01      -1.167556669510e+03       1.835963326241e-01       1.835963326241e-01 
       3.273047878189e-02       8.895730910629e-02      -3.781364553605e+03      -3.756765774380e+03       9.057674023661e-02       1.005393004550e-01      -1.173402246510e+03       1.828216774198e-01       1.828216774198e-01 
       3.288156432070e-02       8.858099499718e-02      -3.800135323224e+03      -3.775531594907e+03       9.019358474207e-02       1.001217897580e-01      -1.179258572700e+03       1.820494055029e-01       1.820494055029e-01 
       3.303318147766e-02       8.820527957103e-02      -3.818945521593e+03      -3.794340894308e+03       8.981105005229e-02       9.975590033281e-02      -1.185128235270e+03       1.812797860556e-01       1.812797860556e-01 
       3.318534458785e-02       8.783099923368e-02      -3.837785263279e+03      -3.813176176068e+03       8.942996714928e-02       9.931422696501e-02      -1.191006229568e+03       1.805119225568e-01       1.805119225568e-01 
       3.333806846184e-02       8.745748902577e-02      -3.856656782106e+03      -3.832045142644e+03       8.904967131647e-02       9.884785168576e-02      -1.196894659977e+03       1.797460132317e-01       1.797460132317e-01 
       3.349136840573e-02       8.708500725100e-02      -3.875565098161e+03      -3.850950365515e+03       8.867042140141e-02       9.842378620452e-02      -1.202794401030e+03       1.789820612756e-01       1.789820612756e-01 
       3.364526024212e-02       8.671368559163e-02      -3.894518841036e+03      -3.869900398649e+03       8.829235142055e-02       9.804173608339e-02      -1.208708125812e+03       1.782203288372e-01       1.782203288372e-01 
       3.379976033236e-02       8.634312668586e-02      -3.913505004981e+03      -3.888882710170e+03       8.791505759015e-02       9.764061300399e-02      -1.214631942945e+03       1.774601041042e-01       1.774601041042e-01 
       3.395488559984e-02       8.597387487114e-02      -3.932555883067e+03      -3.907929549681e+03       8.753909583930e-02       9.721848085216e-02      -1.220575919219e+03       1.767027162135e-01       1.767027162135e-01 
       3.411065355467e-02       8.560524884823e-02      -3.951644711978e+03      -3.927014989271e+03       8.716377298580e-02       9.675373703069e-02      -1.226531938463e+03       1.759468315580e-01       1.759468315580e-01 
       3.426708231965e-02       8.523804946192e-02      -3.970778064395e+03      -3.946140784671e+03       8.678989114117e-02       9.636717697877e-02      -1.232500697995e+03       1.751924111610e-01       1.751924111610e-01 
       3.442419065770e-02       8.487119342950e-02      -3.989979732571e+03      -3.965339683708e+03       8.641637473162e-02       9.596047547629e-02      -1.238492051946e+03       1.744407010574e-01       1.744407010574e-01 
       3.458199800085e-02       8.450545994009e-02      -4.009229888303e+03      -3.984584454741e+03       8.604399405194e-02       9.556944406677e-02      -1.244497835560e+03       1.736903803940e-01       1.736903803940e-01 
       3.474052448089e-02       8.414104381766e-02      -4.028534965938e+03      -4.003880292080e+03       8.567294499771e-02       9.514104103719e-02      -1.250519766049e+03       1.729415362899e-01       1.729415362899e-01 
       3.489979096171e-02       8.377660661401e-02      -4.047910575166e+03      -4.023252633821e+03       8.530189327705e-02       9.471084913913e-02      -1.256565282325e+03       1.721950292767e-01       1.721950292767e-01 
       3.505981907362e-02       8.341345321967e-02      -4.067350068430e+03      -4.042685074606e+03       8.493213987952e-02       9.429285322538e-02      -1.262629726603e+03       1.714500394132e-01       1.714500394132e-01 
       3.522063124963e-02       8.305132262687e-02      -4.086868079708e+03      -4.062194543703e+03       8.456342741662e-02       9.390195435868e-02      -1.268718260538e+03       1.707070896399e-01       1.707070896399e-01 
       3.538225076389e-02       8.268960198025e-02      -4.106436131747e+03      -4.081754406216e+03       8.419513147572e-02       9.350388104612e-02      -1.274822507449e+03       1.699648708672e-01       1.699648708672e-01 
       3.554470177248e-02       8.232889425661e-02      -4.126093763167e+03      -4.101402707504e+03       8.382786740457e-02       9.310670966807e-02      -1.280954405773e+03       1.692247973228e-01       1.692247973228e-01 
       3.570800935669e-02       8.196901258021e-02      -4.145832751787e+03      -4.121130651821e+03       8.346144354313e-02       9.265921293383e-02      -1.287111273758e+03       1.684863103013e-01       1.684863103013e-01 
       3.587219956887e-02       8.160977023820e-02      -4.165651784571e+03      -4.140937603653e+03       8.309567090654e-02       9.227687147700e-02      -1.293292800952e+03       1.677491694196e-01       1.677491694196e-01 
       3.603729948132e-02       8.125135560257e-02      -4.185565834292e+03      -4.160838847464e+03       8.273074152006e-02       9.189959141877e-02      -1.299503783101e+03       1.670137902094e-01       1.670137902094e-01 
       3.620333723810e-02       8.089351102474e-02      -4.205565015174e+03      -4.180824527656e+03       8.236639242027e-02       9.151271950640e-02      -1.305741153427e+03       1.662795626112e-01       1.662795626112e-01 
       3.637034211025e-02       8.053654521581e-02      -4.225667274960e+03      -4.200910255535e+03       8.200293624485e-02       9.108527316207e-02      -1.312009917481e+03       1.655469073964e-01       1.655469073964e-01 
       3.653834455459e-02       8.017997479367e-02      -4.245859267385e+03      -4.221085574818e+03       8.163988343675e-02       9.066711148949e-02      -1.318306638610e+03       1.648151642102e-01       1.648151642102e-01 
       3.670737627633e-02       7.982419300657e-02      -4.266162205967e+03      -4.241369326556e+03       8.127763213176e-02       9.027744954361e-02      -1.324637297403e+03       1.640848528749e-01       1.640848528749e-01 
       3.687747029586e-02       7.946902100795e-02      -4.286584750049e+03      -4.261772355914e+03       8.091600439545e-02       8.988576238883e-02      -1.331005193527e+03       1.633561337529e-01       1.633561337529e-01 
       3.704866102009e-02       7.911425377522e-02      -4.307110428118e+03      -4.282276623432e+03       8.055478743547e-02       8.949341841303e-02      -1.337404772592e+03       1.626280731263e-01       1.626280731263e-01 
       3.722098431856e-02       7.876028100239e-02      -4.327770859877e+03      -4.302912645421e+03       8.019437892373e-02       8.906376302896e-02      -1.343845635572e+03       1.619015855141e-01       1.619015855141e-01 
       3.739447760491e-02       7.840651349443e-02      -4.348543965217e+03      -4.323660853166e+03       7.983418041446e-02       8.864461499626e-02      -1.350321521996e+03       1.611756456947e-01       1.611756456947e-01 
       3.756917992399e-02       7.805341861166e-02      -4.369458904360e+03      -4.344547537661e+03       7.947466588954e-02       8.828798391455e-02      -1.356840738601e+03       1.604509753815e-01       1.604509753815e-01 
       3.774513204519e-02       7.770081226661e-02      -4.390510792756e+03      -4.365569246919e+03       7.911564759686e-02       8.789675506040e-02      -1.363402205854e+03       1.597271565280e-01       1.597271565280e-01 
       3.792237656249e-02       7.734838633907e-02      -4.411701880774e+03      -4.386728596459e+03       7.875681523944e-02       8.745537573332e-02      -1.370006732986e+03       1.590039910061e-01       1.590039910061e-01 
       3.810095800180e-02       7.699659682826e-02      -4.433053005422e+03      -4.408044960132e+03       7.839862886173e-02       8.705724988921e-02      -1.376660371918e+03       1.582818758991e-01       1.582818758991e-01 
       3.828092293626e-02       7.664512708998e-02      -4.454557677433e+03      -4.429511827543e+03       7.804076680074e-02       8.670935712426e-02      -1.383361087323e+03       1.575602560225e-01       1.575602560225e-01 
       3.846232011021e-02       7.629374072542e-02      -4.476226234793e+03      -4.451140383909e+03       7.768299280239e-02       8.630644696623e-02      -1.390112401004e+03       1.568392075374e-01       1.568392075374e-01 
       3.864520057258e-02       7.594336803836e-02      -4.498070438054e+03      -4.472936891677e+03       7.732623825697e-02       8.589472082755e-02      -1.396916500775e+03       1.561186368542e-01       1.561186368542e-01 
       3.882961782066e-02       7.559197113828e-02      -4.520095172016e+03      -4.494921029347e+03       7.696846324232e-02       8.546495329676e-02      -1.403778819407e+03       1.553987946192e-01       1.553987946192e-01 
       3.901562795506e-02       7.524150660464e-02      -4.542314788886e+03      -4.517090719747e+03       7.661162532479e-02       8.508860397067e-02      -1.410699452708e+03       1.546793176313e-01       1.546793176313e-01 
       3.920328984712e-02       7.489102663164e-02      -4.564726191152e+03      -4.539449240237e+03       7.625477246434e-02       8.472168132525e-02      -1.417679145876e+03       1.539599058114e-01       1.539599058114e-01 
       3.939266531979e-02       7.454082184941e-02      -4.587353259646e+03      -4.562020306694e+03       7.589819910276e-02       8.431518650617e-02      -1.424725341024e+03       1.532409696014e-01       1.532409696014e-01 
       3.958381934344e-02       7.419054552849e-02      -4.610194196591e+03      -4.584800845488e+03       7.554155372542e-02       8.389906630170e-02      -1.431837120031e+03       1.525219902591e-01       1.525219902591e-01 
       3.977682024797e-02       7.384010995818e-02      -4.633257012482e+03      -4.607800966101e+03       7.518474759971e-02       8.352596132264e-02      -1.439017499983e+03       1.518028595638e-01       1.518028595638e-01 
       3.997173995290e-02       7.348995987903e-02      -4.656572824274e+03      -4.631048089562e+03       7.482823008675e-02       8.312565975479e-02      -1.446275264220e+03       1.510840506863e-01       1.510840506863e-01 
       4.016865421740e-02       7.313965037220e-02      -4.680122742118e+03      -4.654524330782e+03       7.447154696360e-02       8.272787449310e-02      -1.453604762828e+03       1.503644980876e-01       1.503644980876e-01 
       4.036764291207e-02       7.278909851683e-02      -4.703944283071e+03      -4.678268484017e+03       7.411462116160e-02       8.231105269280e-02      -1.461018054570e+03       1.496449628269e-01       1.496449628269e-01 
       4.056879031512e-02       7.243846334460e-02      -4.728042605830e+03      -4.702284257960e+03       7.375760884120e-02       8.196882079245e-02      -1.468516302326e+03       1.489250407157e-01       1.489250407157e-01 
       4.077218543523e-02       7.208740549404e-02      -4.752423062265e+03      -4.726577069130e+03       7.340016713660e-02       8.155478986946e-02      -1.476101293873e+03       1.482043736457e-01       1.482043736457e-01 
       4.097792236430e-02       7.173593877500e-02      -4.777101397358e+03      -4.751162782534e+03       7.304230933548e-02       8.112549350558e-02      -1.483777935143e+03       1.474828933761e-01       1.474828933761e-01 
       4.118610066322e-02       7.138430280376e-02      -4.802106046703e+03      -4.776068759800e+03       7.268427755078e-02       8.078123072630e-02      -1.491554747078e+03       1.467608531829e-01       1.467608531829e-01 
       4.139682578454e-02       7.103206077266e-02      -4.827440466916e+03      -4.801297801064e+03       7.232562993219e-02       8.037396484760e-02      -1.499432736969e+03       1.460377252036e-01       1.460377252036e-01 
       4.161020953620e-02       7.067920123971e-02      -4.853114772912e+03      -4.826861299836e+03       7.196635255866e-02       7.993063746960e-02      -1.507415379860e+03       1.453131988094e-01       1.453131988094e-01 
       4.182637059119e-02       7.032583909571e-02      -4.879170847106e+03      -4.852799630331e+03       7.160656472680e-02       7.956667854753e-02      -1.515515267774e+03       1.445878013049e-01       1.445878013049e-01 
       4.204543504866e-02       6.997176333896e-02      -4.905609224765e+03      -4.879112188374e+03       7.124604919022e-02       7.916479985733e-02      -1.523732347866e+03       1.438607962403e-01       1.438607962403e-01 
       4.226753705272e-02       6.961679629424e-02      -4.932448000630e+03      -4.905818464743e+03       7.088462639981e-02       7.876713845939e-02      -1.532072605776e+03       1.431319902766e-01       1.431319902766e-01 
       4.249281947603e-02       6.926108013020e-02      -4.959722705036e+03      -4.932952576309e+03       7.052244037483e-02       7.833000239579e-02      -1.540546785830e+03       1.424015830302e-01       1.424015830302e-01 
       4.272143467661e-02       6.890431110102e-02      -4.987447366450e+03      -4.960527915305e+03       7.015918306204e-02       7.795319977187e-02      -1.549159029080e+03       1.416691020844e-01       1.416691020844e-01 
       4.295354533697e-02       6.854647710219e-02      -5.015644419635e+03      -4.988566825904e+03       6.979484029278e-02       7.757082900814e-02      -1.557916357642e+03       1.409342915670e-01       1.409342915670e-01 
       4.318932539681e-02       6.818749854599e-02      -5.044357993559e+03      -5.017113846992e+03       6.942933470854e-02       7.714857336041e-02      -1.566832673516e+03       1.401974532580e-01       1.401974532580e-01 
       4.342896109149e-02       6.782729398302e-02      -5.073590872078e+03      -5.046167838778e+03       6.906257655052e-02       7.671271547725e-02      -1.575907792371e+03       1.394575539884e-01       1.394575539884e-01 
       4.367265211106e-02       6.746559987423e-02      -5.103391289059e+03      -5.075779786254e+03       6.869430430463e-02       7.634475744356e-02      -1.585157434997e+03       1.387149169247e-01       1.387149169247e-01 
       4.392061289659e-02       6.710237985352e-02      -5.133784408014e+03      -5.105973135150e+03       6.832447767179e-02       7.589336691936e-02      -1.594589104566e+03       1.379690518311e-01       1.379690518311e-01 
       4.417307409343e-02       6.673725965578e-02      -5.164799935782e+03      -5.136777959195e+03       6.795271835498e-02       7.553965510020e-02      -1.604212043173e+03       1.372195436991e-01       1.372195436991e-01 
       4.443028418450e-02       6.637061080623e-02      -5.196490802041e+03      -5.168243498874e+03       6.757939895506e-02       7.511904808773e-02      -1.614041907419e+03       1.364664345701e-01       1.364664345701e-01 
       4.469251133027e-02       6.600187023253e-02      -5.228891318462e+03      -5.200405580537e+03       6.720395169230e-02       7.466933942522e-02      -1.624089777656e+03       1.357092684361e-01       1.357092684361e-01 
       4.496004544722e-02       6.563093403954e-02      -5.262043217645e+03      -5.233304770064e+03       6.682626909304e-02       7.423745273937e-02      -1.634368336353e+03       1.349476185284e-01       1.349476185284e-01 
       4.523320056197e-02       6.525771096680e-02      -5.295997242887e+03      -5.266990328602e+03       6.644625719026e-02       7.385714536893e-02      -1.644893003588e+03       1.341811649279e-01       1.341811649279e-01 
       4.551231748508e-02       6.488198212226e-02      -5.330809916448e+03      -5.301517890564e+03       6.606369439343e-02       7.340263834645e-02      -1.655681269238e+03       1.334096202649e-01       1.334096202649e-01 
       4.579776685704e-02       6.450353705315e-02      -5.366532890145e+03      -5.336938368093e+03       6.567836532771e-02       7.301268731594e-02      -1.666748960499e+03       1.326324138149e-01       1.326324138149e-01 
       4.608995262869e-02       6.412246547690e-02      -5.403221691201e+03      -5.373299540463e+03       6.529035388342e-02       7.256051691973e-02      -1.678111447945e+03       1.318487847737e-01       1.318487847737e-01 
       4.638931605072e-02       6.373749901474e-02      -5.440976288308e+03      -5.410717254673e+03       6.489839411558e-02       7.210666962621e-02      -1.689804072997e+03       1.310593584024e-01       1.310593584024e-01 
       4.669634026190e-02       6.334939324259e-02      -5.479836233441e+03      -5.449212938172e+03       6.450322918341e-02       7.171017200452e-02      -1.701834356371e+03       1.302623739608e-01       1.302623739608e-01 
       4.701155558404e-02       6.295758343009e-02      -5.519897157517e+03      -5.488885500578e+03       6.410429199453e-02       7.121178004309e-02      -1.714233113681e+03       1.294576723131e-01       1.294576723131e-01 
       4.733554565438e-02       6.256162632915e-02      -5.561246612389e+03      -5.529820995572e+03       6.370113267432e-02       7.081290890195e-02      -1.727027131416e+03       1.286445249297e-01       1.286445249297e-01 
       4.766895455449e-02       6.216140245357e-02      -5.604002082292e+03      -5.572134996523e+03       6.329362911016e-02       7.031033064368e-02      -1.740252705829e+03       1.278226297896e-01       1.278226297896e-01 
       4.801249512951e-02       6.175632112584e-02      -5.648254108927e+03      -5.615915703781e+03       6.288117941538e-02       6.990169157586e-02      -1.753937336567e+03       1.269907146395e-01       1.269907146395e-01 
       4.836695873583e-02       6.134611844753e-02      -5.694142692412e+03      -5.661300028185e+03       6.246351531089e-02       6.941737358614e-02      -1.768124011925e+03       1.261482895054e-01       1.261482895054e-01 
       4.873322670993e-02       6.093024233559e-02      -5.741795663288e+03      -5.708413290382e+03       6.204007432621e-02       6.896060345943e-02      -1.782851887876e+03       1.252941777926e-01       1.252941777926e-01 
       4.911228392071e-02       6.050840024330e-02      -5.791369052717e+03      -5.757405064126e+03       6.161055489931e-02       6.847947043459e-02      -1.798167985759e+03       1.244273102177e-01       1.244273102177e-01 
       4.950523485518e-02       6.007960154193e-02      -5.843058649345e+03      -5.808477508157e+03       6.117396043004e-02       6.800190148490e-02      -1.814135061682e+03       1.235471781827e-01       1.235471781827e-01 
       4.991332279863e-02       5.964355281117e-02      -5.897031103846e+03      -5.861783549026e+03       6.072998035816e-02       6.746653367875e-02      -1.830801540515e+03       1.226516838297e-01       1.226516838297e-01 
       5.033795281197e-02       5.919955929044e-02      -5.953524447749e+03      -5.917559410244e+03       6.027791021000e-02       6.702730351289e-02      -1.848241116267e+03       1.217397714706e-01       1.217397714706e-01 
       5.078071938885e-02       5.874673038118e-02      -6.012790559423e+03      -5.976051899559e+03       5.981684485946e-02       6.647531434683e-02      -1.866531192797e+03       1.208098224990e-01       1.208098224990e-01 
       5.124343990559e-02       5.828430995396e-02      -6.075117782463e+03      -6.037543645282e+03       5.934601228619e-02       6.595758556553e-02      -1.885760137931e+03       1.198600145433e-01       1.198600145433e-01 
       5.172819526879e-02       5.781117665060e-02      -6.140835002531e+03      -6.102356609359e+03       5.886427240398e-02       6.545128314406e-02      -1.906028768572e+03       1.188882552068e-01       1.188882552068e-01 
       5.223737953680e-02       5.732617206110e-02      -6.210317940341e+03      -6.170859696022e+03       5.837044545599e-02       6.486154650062e-02      -1.927452594144e+03       1.178921313188e-01       1.178921313188e-01 
       5.277376075656e-02       5.682802640848e-02      -6.284006781018e+03      -6.243483660617e+03       5.786323797809e-02       6.431098075604e-02      -1.950166401042e+03       1.168689597274e-01       1.168689597274e-01 
       5.334055583301e-02       5.631529425993e-02      -6.362422215052e+03      -6.320739098943e+03       5.734117883327e-02       6.375078666619e-02      -1.974330039556e+03       1.158158466848e-01       1.158158466848e-01 
       5.394152293925e-02       5.578602950143e-02      -6.446131478762e+03      -6.403182568692e+03       5.680228591717e-02       6.317615706558e-02      -2.000117700133e+03       1.147287219661e-01       1.147287219661e-01 
       5.458107576241e-02       5.523840289481e-02      -6.535826936619e+03      -6.491488131802e+03       5.624469250535e-02       6.252672628665e-02      -2.027740646222e+03       1.136032953394e-01       1.136032953394e-01 
       5.526442468460e-02       5.466938163933e-02      -6.632337751304e+03      -6.586484460349e+03       5.566532460214e-02       6.186292633878e-02      -2.057457443779e+03       1.124351089031e-01       1.124351089031e-01 
       5.599775061605e-02       5.407680169586e-02      -6.736605536622e+03      -6.689080990317e+03       5.506196380888e-02       6.120059642670e-02      -2.089553421208e+03       1.112178204820e-01       1.112178204820e-01 
       5.678841716980e-02       5.345659453752e-02      -6.849708817688e+03      -6.800345284884e+03       5.443047335722e-02       6.053019197650e-02      -2.124362243131e+03       1.099438080400e-01       1.099438080400e-01 
       5.764522523569e-02       5.280496654418e-02      -6.973000774933e+03      -6.921605717360e+03       5.376698988330e-02       5.980440695676e-02      -2.162299653301e+03       1.086051896181e-01       1.086051896181e-01 
       5.857870888210e-02       5.211671513444e-02      -7.107987036614e+03      -7.054346785345e+03       5.306621621808e-02       5.898082691559e-02      -2.203829932585e+03       1.071912916662e-01       1.071912916662e-01 
       5.960145934209e-02       5.138532549120e-02      -7.256363755966e+03      -7.200245231345e+03       5.232151848768e-02       5.814165775653e-02      -2.249477182363e+03       1.056886728983e-01       1.056886728983e-01 
       6.072843844090e-02       5.060357952970e-02      -7.420135703450e+03      -7.361284356586e+03       5.152554705749e-02       5.730691803331e-02      -2.299861306603e+03       1.040824876137e-01       1.040824876137e-01 
       6.197719460748e-02       4.976224129849e-02      -7.601384521194e+03      -7.539531483133e+03       5.066889583452e-02       5.633364464588e-02      -2.355628194622e+03       1.023535117718e-01       1.023535117718e-01 
       6.336781212560e-02       4.885020977163e-02      -7.802220467213e+03      -7.737116805937e+03       4.974026695759e-02       5.534330292575e-02      -2.417441519312e+03       1.004796128113e-01       1.004796128113e-01 
       6.492230383164e-02       4.785474561862e-02      -8.024348258401e+03      -7.955769575845e+03       4.872668259849e-02       5.416943892789e-02      -2.485839816670e+03       9.843379891326e-02       9.843379891326e-02 
       6.666303224616e-02       4.676154609093e-02      -8.268623408669e+03      -8.196437747827e+03       4.761358360810e-02       5.290595589331e-02      -2.561114365071e+03       9.618721039937e-02       9.618721039937e-02 
       6.860974071605e-02       4.555698482494e-02      -8.534156696960e+03      -8.458404460843e+03       4.638708601410e-02       5.162472524371e-02      -2.643033100677e+03       9.371067189955e-02       9.371067189955e-02 
       7.077515554936e-02       4.422919069900e-02      -8.817456214702e+03      -8.738430309203e+03       4.503511012131e-02       5.012418089199e-02      -2.730573128728e+03       9.098078185702e-02       9.098078185702e-02 
       7.316012320251e-02       4.277380010823e-02      -9.111814759127e+03      -9.030156577687e+03       4.355320922224e-02       4.841069055244e-02      -2.821733409539e+03       8.798814327993e-02       8.798814327993e-02 
       7.575053287514e-02       4.119752488801e-02      -9.407746882064e+03      -9.324475468544e+03       4.194821882268e-02       4.666797231876e-02      -2.913653533254e+03       8.474675425270e-02       8.474675425270e-02 
       7.851845916814e-02       3.952191528889e-02      -9.694811171350e+03      -9.611270504859e+03       4.024207541529e-02       4.471258480904e-02      -3.003161133075e+03       8.130012024516e-02       8.130012024516e-02 
       8.142782485766e-02       3.778091526690e-02      -9.964349635010e+03      -9.882006720068e+03       3.846935194267e-02       4.274406692975e-02      -3.087586830094e+03       7.771935153569e-02       7.771935153569e-02 
       8.444184318207e-02       3.601917375738e-02      -1.021201446755e+04      -1.013223320837e+04       3.667550077677e-02       4.074091515503e-02      -3.165546728767e+03       7.409494379364e-02       7.409494379364e-02 
       8.752871081762e-02       3.428302013036e-02      -1.043888349674e+04      -1.036263769240e+04       3.490770565303e-02       3.883749131666e-02      -3.237274170277e+03       7.052340955687e-02       7.052340955687e-02 
       9.066400615372e-02       3.261691458982e-02      -1.065108861139e+04      -1.057877731542e+04       3.321123335820e-02       3.695163954357e-02      -3.304531041784e+03       6.709568166289e-02       6.709568166289e-02 
       9.383046784245e-02       3.105743676491e-02      -1.085833006392e+04      -1.078965605248e+04       3.162333579238e-02       3.515589012772e-02      -3.370160561259e+03       6.388767224317e-02       6.388767224317e-02 
       9.701655803029e-02       2.963152247869e-02      -1.107191496491e+04      -1.100589621075e+04       3.017143813035e-02       3.358875381774e-02      -3.437510341514e+03       6.095456618652e-02       6.095456618652e-02 
       1.002148401022e-01       2.835448735303e-02      -1.130278759053e+04      -1.123784611152e+04       2.887113586791e-02       3.212201079836e-02      -3.509838393433e+03       5.832795452559e-02       5.832795452559e-02 
       1.034206303553e-01       2.723025758301e-02      -1.155977923005e+04      -1.149393063751e+04       2.772642374736e-02       3.081278926567e-02      -3.589793248477e+03       5.601554240676e-02       5.601554240676e-02 
       1.066310211162e-01       2.625182658064e-02      -1.184839562965e+04      -1.177946241588e+04       2.673017088071e-02       2.968646934376e-02      -3.679041996378e+03       5.400337071780e-02       5.400337071780e-02 
       1.098442231899e-01       2.540373771077e-02      -1.217002876572e+04      -1.209589838841e+04       2.586663702639e-02       2.877862426078e-02      -3.778036109351e+03       5.225943692157e-02       5.225943692157e-02 
       1.130591414971e-01       2.466398653003e-02      -1.252173263037e+04      -1.244060107008e+04       2.511341634167e-02       2.789555612151e-02      -3.885937809806e+03       5.073847003726e-02       5.073847003726e-02 
       1.162751078991e-01       2.400695559937e-02      -1.289661728242e+04      -1.280719703646e+04       2.444442362356e-02       2.718789818966e-02      -4.000733257193e+03       4.938770205568e-02       4.938770205568e-02 
       1.194917154530e-01       2.340605632676e-02      -1.328462259573e+04      -1.318629463788e+04       2.383258449071e-02       2.650835835209e-02      -4.119459654727e+03       4.815232231614e-02       4.815232231614e-02 
       1.227087164965e-01       2.283600511867e-02      -1.367360022287e+04      -1.356647700990e+04       2.325215412995e-02       2.581675100803e-02      -4.238519130037e+03       4.698029700172e-02       4.698029700172e-02 
       1.259259603147e-01       2.227525324871e-02      -1.405083497045e+04      -1.393575823950e+04       2.268119052583e-02       2.524408468364e-02      -4.354136229962e+03       4.582724817121e-02       4.582724817121e-02 
       1.291433551382e-01       2.170741186383e-02      -1.440444529833e+04      -1.428288980386e+04       2.210300534127e-02       2.462485894519e-02      -4.462770452132e+03       4.465937181187e-02       4.465937181187e-02 
       1.323608450190e-01       2.112210351298e-02      -1.472476110657e+04      -1.459867927100e+04       2.150703249698e-02       2.388775094558e-02      -4.561530323957e+03       4.345538335262e-02       4.345538335262e-02 
       1.355783957758e-01       2.051520952175e-02      -1.500543216311e+04      -1.487703328477e+04       2.088907947172e-02       2.326058813674e-02      -4.648501880260e+03       4.220695376926e-02       4.220695376926e-02 
       1.387959864568e-01       1.988853051786e-02      -1.524402661055e+04      -1.511555292366e+04       2.025097829746e-02       2.253947537668e-02      -4.722935097332e+03       4.091758997342e-02       4.091758997342e-02 
       1.420136041555e-01       1.924855502888e-02      -1.544230286126e+04      -1.531578815209e+04       1.959933667391e-02       2.178595312003e-02      -4.785323656014e+03       3.960073196002e-02       3.960073196002e-02 
       1.452312408626e-01       1.860515308607e-02      -1.560589418525e+04      -1.548295328257e+04       1.894420588827e-02       2.103709502099e-02      -4.837314861742e+03       3.827683088238e-02       3.827683088238e-02 
       1.484488915551e-01       1.797021390709e-02      -1.574363106599e+04      -1.562530437602e+04       1.829769113891e-02       2.032104098537e-02      -4.881512696789e+03       3.697022895909e-02       3.697022895909e-02 
       1.485884101040e-01       1.794305454274e-02      -1.574918769237e+04      -1.563107311032e+04       1.827003682929e-02       2.035003836326e-02      -4.883302547963e+03       3.691436418509e-02       3.691436418509e-02 
       1.516665530346e-01       1.735581723656e-02      -1.586654541093e+04      -1.575319844017e+04       1.767209436555e-02       1.961718352556e-02      -4.921181619675e+03       3.570601003654e-02       3.570601003654e-02 
       1.548842232216e-01       1.677324971101e-02      -1.598672167241e+04      -1.587802675203e+04       1.707890727578e-02       1.902532470260e-02      -4.959909627995e+03       3.450729319101e-02       3.450729319101e-02 
       1.581019007267e-01       1.623152241838e-02      -1.611589589372e+04      -1.601088703951e+04       1.652730542963e-02       1.837039713568e-02      -5.001190659196e+03       3.339263262101e-02       3.339263262101e-02 
       1.613195845885e-01       1.573670800084e-02      -1.626432499678e+04      -1.616150445715e+04       1.602347248604e-02       1.785119081426e-02      -5.048084943819e+03       3.237455698639e-02       3.237455698639e-02 
       1.645372741145e-01       1.529149982910e-02      -1.643969350498e+04      -1.633720972199e+04       1.557015093546e-02       1.728684384084e-02      -5.102897207674e+03       3.145861056450e-02       3.145861056450e-02 
       1.677549687834e-01       1.489508905606e-02      -1.664636296424e+04      -1.654220349312e+04       1.516651785455e-02       1.689909468239e-02      -5.166945864158e+03       3.064321907532e-02       3.064321907532e-02 
       1.709726681851e-01       1.454366703577e-02      -1.688503484038e+04      -1.677724683751e+04       1.480869411109e-02       1.645256232494e-02      -5.240465685848e+03       2.992042184036e-02       2.992042184036e-02 
       1.741903719836e-01       1.423081695831e-02      -1.715275760907e+04      -1.703964272190e+04       1.449014587824e-02       1.612779996970e-02      -5.322602664332e+03       2.927702309617e-02       2.927702309617e-02 
       1.774080798944e-01       1.394846379749e-02      -1.744345178504e+04      -1.732373105389e+04       1.420265086968e-02       1.582067524184e-02      -5.411570415434e+03       2.869641465783e-02       2.869641465783e-02 
