# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.48588e-07 to 11.3904 h/Mpc,
# number of wavenumbers equal to 581
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_scf                  7:d_tot                  8:phi                    9:psi                
       7.734657105414e-01       1.578994052116e-03      -3.755076521274e+04      -3.727485315671e+04       1.607769804001e-03       1.779860026766e-03      -1.164478898805e+04       3.248624094525e-03       3.248624094525e-03 
       8.506992995603e-01       1.354857648120e-03      -3.897644252894e+04      -3.869003453858e+04       1.379548704820e-03       1.528027285013e-03      -1.208689760770e+04       2.787485711404e-03       2.787485711404e-03 
       9.657758920951e-01       1.102938961793e-03      -4.089409256530e+04      -4.059358540342e+04       1.123039009502e-03       1.243854535361e-03      -1.268157396222e+04       2.269187507084e-03       2.269187507084e-03 
       1.151710067618e+00       8.265915318728e-04      -4.358461486717e+04      -4.326435700381e+04       8.416553713047e-04       9.318399772267e-04      -1.351593136073e+04       1.700629015042e-03       1.700629015042e-03 
       1.434587736270e+00       5.743085321547e-04      -4.698444316834e+04      -4.663928876137e+04       5.847747115725e-04       6.528207420128e-04      -1.457026754513e+04       1.181580246301e-03       1.181580246301e-03 
       1.805258908884e+00       3.904812903822e-04      -5.058608864671e+04      -5.021467528815e+04       3.975973569726e-04       4.403721280064e-04      -1.568722057215e+04       8.033724335068e-04       8.033724335068e-04 
       2.272677893038e+00       2.641402483113e-04      -5.423223662376e+04      -5.383443651971e+04       2.689538402468e-04       2.998215062929e-04      -1.681802667006e+04       5.434369621461e-04       5.434369621461e-04 
       2.861131936309e+00       1.779686218550e-04      -5.791066922967e+04      -5.748657567383e+04       1.812117940169e-04       2.015825476956e-04      -1.795893163770e+04       3.661462886884e-04       3.661462886884e-04 
       3.601951701112e+00       1.194783812260e-04      -6.161577172494e+04      -6.116573987281e+04       1.216556045349e-04       1.352010426192e-04      -1.910825249646e+04       2.458074881379e-04       2.458074881379e-04 
       4.534588528585e+00       7.994998731670e-05      -6.534326235350e+04      -6.486804525040e+04       8.140682623380e-05       9.068643734625e-05      -2.026475809982e+04       1.644809328024e-04       1.644809328024e-04 
       5.708708730666e+00       5.333987176095e-05      -6.908794523041e+04      -6.858894094488e+04       5.431175159829e-05       6.023198169532e-05      -2.142699723600e+04       1.097325443559e-04       1.097325443559e-04 
       7.186838489566e+00       3.549003250077e-05      -7.284599442371e+04      -7.232563244162e+04       3.613660231915e-05       4.025415683899e-05      -2.259404809814e+04       7.300761885975e-05       7.300761885975e-05 
       9.047693604975e+00       2.355497234711e-05      -7.661272136266e+04      -7.607512130813e+04       2.398402430965e-05       2.678028823925e-05      -2.376489344783e+04       4.845181009955e-05       4.845181009955e-05 
       1.139037139743e+01       1.559820373967e-05      -8.038303815976e+04      -7.983508387514e+04       1.588223905373e-05       1.761732663318e-05      -2.493867475102e+04       3.208097109785e-05       3.208097109785e-05 
