# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1960       2.874134252853e-11       1.453937620538e-12      -2.630164114761e-12       0.000000000000e+00 
 1961       2.876388242605e-11       1.446818858504e-12      -2.645642469562e-12       0.000000000000e+00 
 1962       2.878733689876e-11       1.439577477626e-12      -2.660639526853e-12       0.000000000000e+00 
 1963       2.881166743888e-11       1.432216389218e-12      -2.675151249145e-12       0.000000000000e+00 
 1964       2.883683537319e-11       1.424738517502e-12      -2.689173587169e-12       0.000000000000e+00 
 1965       2.886280186283e-11       1.417146799624e-12      -2.702702479867e-12       0.000000000000e+00 
 1966       2.888952790308e-11       1.409444185676e-12      -2.715733854370e-12       0.000000000000e+00 
 1967       2.891697432314e-11       1.401633638705e-12      -2.728263625992e-12       0.000000000000e+00 
 1968       2.894510178595e-11       1.393718134737e-12      -2.740287698216e-12       0.000000000000e+00 
 1969       2.897387078790e-11       1.385700662790e-12      -2.751801962678e-12       0.000000000000e+00 
 1970       2.900324165873e-11       1.377584224892e-12      -2.762802299157e-12       0.000000000000e+00 
 1971       2.903317456118e-11       1.369371836097e-12      -2.773284575562e-12       0.000000000000e+00 
 1972       2.906362949091e-11       1.361066524502e-12      -2.783244647915e-12       0.000000000000e+00 
 1973       2.909456627619e-11       1.352671331265e-12      -2.792678360345e-12       0.000000000000e+00 
 1974       2.912594457772e-11       1.344189310622e-12      -2.801581545068e-12       0.000000000000e+00 
 1975       2.915772388841e-11       1.335623529902e-12      -2.809950022379e-12       0.000000000000e+00 
 1976       2.918986353319e-11       1.326977069544e-12      -2.817779600636e-12       0.000000000000e+00 
 1977       2.922232266875e-11       1.318253023116e-12      -2.825066076248e-12       0.000000000000e+00 
 1978       2.925506028339e-11       1.309454497331e-12      -2.831805233663e-12       0.000000000000e+00 
 1979       2.928803519671e-11       1.300584612062e-12      -2.837992845355e-12       0.000000000000e+00 
 1980       2.932120605951e-11       1.291646500361e-12      -2.843624671808e-12       0.000000000000e+00 
 1981       2.935453135348e-11       1.282643308474e-12      -2.848696461508e-12       0.000000000000e+00 
 1982       2.938796939105e-11       1.273578195861e-12      -2.853203950923e-12       0.000000000000e+00 
 1983       2.942147831513e-11       1.264454335210e-12      -2.857142864500e-12       0.000000000000e+00 
 1984       2.945501609893e-11       1.255274912453e-12      -2.860508914641e-12       0.000000000000e+00 
 1985       2.948854054573e-11       1.246043126786e-12      -2.863297801699e-12       0.000000000000e+00 
 1986       2.952200928866e-11       1.236762190685e-12      -2.865505213960e-12       0.000000000000e+00 
 1987       2.955538211332e-11       1.227435279725e-12      -2.867128248631e-12       0.000000000000e+00 
 1988       2.958862794468e-11       1.218065381608e-12      -2.868169686265e-12       0.000000000000e+00 
 1989       2.962171791121e-11       1.208655446055e-12      -2.868633747798e-12       0.000000000000e+00 
 1990       2.965462302659e-11       1.199208434922e-12      -2.868524676435e-12       0.000000000000e+00 
 1991       2.968731418958e-11       1.189727322211e-12      -2.867846737681e-12       0.000000000000e+00 
 1992       2.971976218384e-11       1.180215094087e-12      -2.866604219373e-12       0.000000000000e+00 
 1993       2.975193767785e-11       1.170674748893e-12      -2.864801431706e-12       0.000000000000e+00 
 1994       2.978381122468e-11       1.161109297165e-12      -2.862442707267e-12       0.000000000000e+00 
 1995       2.981535326194e-11       1.151521761649e-12      -2.859532401064e-12       0.000000000000e+00 
 1996       2.984653411156e-11       1.141915177312e-12      -2.856074890556e-12       0.000000000000e+00 
 1997       2.987732397968e-11       1.132292591364e-12      -2.852074575685e-12       0.000000000000e+00 
 1998       2.990769295652e-11       1.122657063267e-12      -2.847535878900e-12       0.000000000000e+00 
 1999       2.993761101620e-11       1.113011664754e-12      -2.842463245198e-12       0.000000000000e+00 
 2000       2.996704801663e-11       1.103359479844e-12      -2.836861142142e-12       0.000000000000e+00 
 2001       2.999597369934e-11       1.093703604856e-12      -2.830734059901e-12       0.000000000000e+00 
 2002       3.002435768936e-11       1.084047148423e-12      -2.824086511274e-12       0.000000000000e+00 
 2003       3.005216949505e-11       1.074393231513e-12      -2.816923031725e-12       0.000000000000e+00 
 2004       3.007937850799e-11       1.064744987438e-12      -2.809248179408e-12       0.000000000000e+00 
 2005       3.010595400281e-11       1.055105561873e-12      -2.801066535201e-12       0.000000000000e+00 
 2006       3.013186513704e-11       1.045478112869e-12      -2.792382702735e-12       0.000000000000e+00 
 2007       3.015708095101e-11       1.035865810871e-12      -2.783201308424e-12       0.000000000000e+00 
 2008       3.018157036764e-11       1.026271838732e-12      -2.773527001497e-12       0.000000000000e+00 
 2009       3.020530219236e-11       1.016699391728e-12      -2.763364454024e-12       0.000000000000e+00 
 2010       3.022824511293e-11       1.007151677572e-12      -2.752718360951e-12       0.000000000000e+00 
 2011       3.025036769932e-11       9.976319164323e-13      -2.741593440126e-12       0.000000000000e+00 
 2012       3.027163840352e-11       9.881433409470e-13      -2.729994432334e-12       0.000000000000e+00 
 2013       3.029202555946e-11       9.786891962377e-13      -2.717926101321e-12       0.000000000000e+00 
 2014       3.031149738281e-11       9.692727399263e-13      -2.705393233830e-12       0.000000000000e+00 
 2015       3.033002197089e-11       9.598972421496e-13      -2.692400639629e-12       0.000000000000e+00 
 2016       3.034756730248e-11       9.505659855754e-13      -2.678953151539e-12       0.000000000000e+00 
 2017       3.036410123768e-11       9.412822654169e-13      -2.665055625467e-12       0.000000000000e+00 
 2018       3.037959151781e-11       9.320493894487e-13      -2.650712940436e-12       0.000000000000e+00 
 2019       3.039400576522e-11       9.228706780220e-13      -2.635929998613e-12       0.000000000000e+00 
 2020       3.040731148316e-11       9.137494640796e-13      -2.620711725344e-12       0.000000000000e+00 
 2021       3.041947605565e-11       9.046890931716e-13      -2.605063069176e-12       0.000000000000e+00 
 2022       3.043046674731e-11       8.956929234706e-13      -2.588989001897e-12       0.000000000000e+00 
 2023       3.044025070326e-11       8.867643257869e-13      -2.572494518558e-12       0.000000000000e+00 
 2024       3.044879494892e-11       8.779066835842e-13      -2.555584637507e-12       0.000000000000e+00 
 2025       3.045606638990e-11       8.691233929943e-13      -2.538264400420e-12       0.000000000000e+00 
 2026       3.046203620678e-11       8.604175467182e-13      -2.520539479220e-12       0.000000000000e+00 
 2027       3.046669307438e-11       8.517909831998e-13      -2.502418001573e-12       0.000000000000e+00 
 2028       3.047003003770e-11       8.432452306130e-13      -2.483908738640e-12       0.000000000000e+00 
 2029       3.047204012563e-11       8.347818223593e-13      -2.465020499435e-12       0.000000000000e+00 
 2030       3.047271635098e-11       8.264022970737e-13      -2.445762130870e-12       0.000000000000e+00 
 2031       3.047205171045e-11       8.181081986309e-13      -2.426142517802e-12       0.000000000000e+00 
 2032       3.047003918459e-11       8.099010761510e-13      -2.406170583085e-12       0.000000000000e+00 
 2033       3.046667173782e-11       8.017824840063e-13      -2.385855287612e-12       0.000000000000e+00 
 2034       3.046194231838e-11       7.937539818268e-13      -2.365205630371e-12       0.000000000000e+00 
 2035       3.045584385835e-11       7.858171345064e-13      -2.344230648484e-12       0.000000000000e+00 
 2036       3.044836927361e-11       7.779735122093e-13      -2.322939417261e-12       0.000000000000e+00 
 2037       3.043951146384e-11       7.702246903756e-13      -2.301341050247e-12       0.000000000000e+00 
 2038       3.042926331248e-11       7.625722497278e-13      -2.279444699266e-12       0.000000000000e+00 
 2039       3.041761768676e-11       7.550177762767e-13      -2.257259554477e-12       0.000000000000e+00 
 2040       3.040456743762e-11       7.475628613277e-13      -2.234794844411e-12       0.000000000000e+00 
 2041       3.039010539977e-11       7.402091014864e-13      -2.212059836029e-12       0.000000000000e+00 
 2042       3.037422439160e-11       7.329580986652e-13      -2.189063834765e-12       0.000000000000e+00 
 2043       3.035691721524e-11       7.258114600892e-13      -2.165816184573e-12       0.000000000000e+00 
 2044       3.033817665648e-11       7.187707983022e-13      -2.142326267978e-12       0.000000000000e+00 
 2045       3.031799548479e-11       7.118377311729e-13      -2.118603506123e-12       0.000000000000e+00 
 2046       3.029636645328e-11       7.050138819011e-13      -2.094657358814e-12       0.000000000000e+00 
 2047       3.027328229873e-11       6.983008790235e-13      -2.070497324573e-12       0.000000000000e+00 
 2048       3.024873574152e-11       6.917003564199e-13      -2.046132940683e-12       0.000000000000e+00 
 2049       3.022271948565e-11       6.852139533194e-13      -2.021573783234e-12       0.000000000000e+00 
 2050       3.019522621871e-11       6.788433143066e-13      -1.996829467175e-12       0.000000000000e+00 
 2051       3.016624861188e-11       6.725900893272e-13      -1.971909646360e-12       0.000000000000e+00 
 2052       3.013577931989e-11       6.664559336946e-13      -1.946824013596e-12       0.000000000000e+00 
 2053       3.010381098104e-11       6.604425080958e-13      -1.921582300690e-12       0.000000000000e+00 
 2054       3.007033621714e-11       6.545514785973e-13      -1.896194278498e-12       0.000000000000e+00 
 2055       3.003534763353e-11       6.487845166515e-13      -1.870669756974e-12       0.000000000000e+00 
 2056       2.999883781906e-11       6.431432991027e-13      -1.845018585215e-12       0.000000000000e+00 
 2057       2.996079934606e-11       6.376295081931e-13      -1.819250651512e-12       0.000000000000e+00 
 2058       2.992122477032e-11       6.322448315689e-13      -1.793375883395e-12       0.000000000000e+00 
 2059       2.988010663112e-11       6.269909622864e-13      -1.767404247684e-12       0.000000000000e+00 
 2060       2.983743745116e-11       6.218695988182e-13      -1.741345750536e-12       0.000000000000e+00 
 2061       2.979320973658e-11       6.168824450592e-13      -1.715210437489e-12       0.000000000000e+00 
 2062       2.974741597691e-11       6.120312103327e-13      -1.689008393516e-12       0.000000000000e+00 
 2063       2.970004864510e-11       6.073176093963e-13      -1.662749743070e-12       0.000000000000e+00 
 2064       2.965110019747e-11       6.027433624484e-13      -1.636444650130e-12       0.000000000000e+00 
 2065       2.960056685247e-11       5.983098267279e-13      -1.610102921785e-12       0.000000000000e+00 
 2066       2.954845995619e-11       5.940168884467e-13      -1.583732815796e-12       0.000000000000e+00 
 2067       2.949479469739e-11       5.898640630153e-13      -1.557342224676e-12       0.000000000000e+00 
 2068       2.943958633611e-11       5.858508627310e-13      -1.530939071424e-12       0.000000000000e+00 
 2069       2.938285020382e-11       5.819767967737e-13      -1.504531309567e-12       0.000000000000e+00 
 2070       2.932460170344e-11       5.782413712020e-13      -1.478126923191e-12       0.000000000000e+00 
 2071       2.926485630949e-11       5.746440889484e-13      -1.451733926984e-12       0.000000000000e+00 
 2072       2.920362956816e-11       5.711844498154e-13      -1.425360366267e-12       0.000000000000e+00 
 2073       2.914093709740e-11       5.678619504712e-13      -1.399014317033e-12       0.000000000000e+00 
 2074       2.907679458701e-11       5.646760844453e-13      -1.372703885986e-12       0.000000000000e+00 
 2075       2.901121779872e-11       5.616263421242e-13      -1.346437210576e-12       0.000000000000e+00 
 2076       2.894422256632e-11       5.587122107473e-13      -1.320222459032e-12       0.000000000000e+00 
 2077       2.887582479570e-11       5.559331744024e-13      -1.294067830407e-12       0.000000000000e+00 
 2078       2.880604046497e-11       5.532887140217e-13      -1.267981554607e-12       0.000000000000e+00 
 2079       2.873488562457e-11       5.507783073772e-13      -1.241971892431e-12       0.000000000000e+00 
 2080       2.866237639732e-11       5.484014290770e-13      -1.216047135611e-12       0.000000000000e+00 
 2081       2.858852897851e-11       5.461575505601e-13      -1.190215606840e-12       0.000000000000e+00 
 2082       2.851335963605e-11       5.440461400930e-13      -1.164485659819e-12       0.000000000000e+00 
 2083       2.843688471049e-11       5.420666627651e-13      -1.138865679287e-12       0.000000000000e+00 
 2084       2.835912061517e-11       5.402185804842e-13      -1.113364081060e-12       0.000000000000e+00 
 2085       2.828008383625e-11       5.385013519727e-13      -1.087989312066e-12       0.000000000000e+00 
 2086       2.819979093286e-11       5.369144327629e-13      -1.062749850387e-12       0.000000000000e+00 
 2087       2.811825853716e-11       5.354572751930e-13      -1.037654205289e-12       0.000000000000e+00 
 2088       2.803550335443e-11       5.341293284025e-13      -1.012710917263e-12       0.000000000000e+00 
 2089       2.795154216317e-11       5.329300383286e-13      -9.879285580594e-13       0.000000000000e+00 
 2090       2.786639181520e-11       5.318588477010e-13      -9.633157307279e-13       0.000000000000e+00 
 2091       2.778006923573e-11       5.309151960384e-13      -9.388810696512e-13       0.000000000000e+00 
 2092       2.769259142345e-11       5.300985196438e-13      -9.146332405833e-13       0.000000000000e+00 
 2093       2.760397545066e-11       5.294082516004e-13      -8.905809406857e-13       0.000000000000e+00 
 2094       2.751423846331e-11       5.288438217674e-13      -8.667328985646e-13       0.000000000000e+00 
 2095       2.742339768111e-11       5.284046567754e-13      -8.430978743074e-13       0.000000000000e+00 
 2096       2.733147039765e-11       5.280901800225e-13      -8.196846595194e-13       0.000000000000e+00 
 2097       2.723847398045e-11       5.278998116698e-13      -7.965020773609e-13       0.000000000000e+00 
 2098       2.714442587107e-11       5.278329686372e-13      -7.735589825838e-13       0.000000000000e+00 
 2099       2.704934358520e-11       5.278890645991e-13      -7.508642615682e-13       0.000000000000e+00 
 2100       2.695324471274e-11       5.280675099803e-13      -7.284268323593e-13       0.000000000000e+00 
 2101       2.685614691792e-11       5.283677119514e-13      -7.062556447045e-13       0.000000000000e+00 
 2102       2.675806793935e-11       5.287890744248e-13      -6.843596800895e-13       0.000000000000e+00 
 2103       2.665902559015e-11       5.293309980502e-13      -6.627479517758e-13       0.000000000000e+00 
 2104       2.655903898856e-11       5.299926646618e-13      -6.414284869799e-13       0.000000000000e+00 
 2105       2.645813225900e-11       5.307723889880e-13      -6.204052655998e-13       0.000000000000e+00 
 2106       2.635633085696e-11       5.316682624224e-13      -5.996812602639e-13       0.000000000000e+00 
 2107       2.625366034089e-11       5.326783681537e-13      -5.792594522636e-13       0.000000000000e+00 
 2108       2.615014637236e-11       5.338007811549e-13      -5.591428315623e-13       0.000000000000e+00 
 2109       2.604581471616e-11       5.350335681736e-13      -5.393343968044e-13       0.000000000000e+00 
 2110       2.594069124043e-11       5.363747877217e-13      -5.198371553251e-13       0.000000000000e+00 
 2111       2.583480191677e-11       5.378224900654e-13      -5.006541231590e-13       0.000000000000e+00 
 2112       2.572817282039e-11       5.393747172149e-13      -4.817883250497e-13       0.000000000000e+00 
 2113       2.562083013024e-11       5.410295029147e-13      -4.632427944586e-13       0.000000000000e+00 
 2114       2.551280012909e-11       5.427848726328e-13      -4.450205735746e-13       0.000000000000e+00 
 2115       2.540410920369e-11       5.446388435514e-13      -4.271247133227e-13       0.000000000000e+00 
 2116       2.529478384491e-11       5.465894245560e-13      -4.095582733738e-13       0.000000000000e+00 
 2117       2.518485064780e-11       5.486346162260e-13      -3.923243221534e-13       0.000000000000e+00 
 2118       2.507433631179e-11       5.507724108241e-13      -3.754259368510e-13       0.000000000000e+00 
 2119       2.496326764076e-11       5.530007922863e-13      -3.588662034294e-13       0.000000000000e+00 
 2120       2.485167154320e-11       5.553177362119e-13      -3.426482166337e-13       0.000000000000e+00 
 2121       2.473957503230e-11       5.577212098533e-13      -3.267750800006e-13       0.000000000000e+00 
 2122       2.462700522610e-11       5.602091721059e-13      -3.112499058676e-13       0.000000000000e+00 
 2123       2.451398934763e-11       5.627795734979e-13      -2.960758153821e-13       0.000000000000e+00 
 2124       2.440055472497e-11       5.654303561803e-13      -2.812559385107e-13       0.000000000000e+00 
 2125       2.428672879145e-11       5.681594539170e-13      -2.667934140483e-13       0.000000000000e+00 
 2126       2.417253908573e-11       5.709647920742e-13      -2.526913896274e-13       0.000000000000e+00 
 2127       2.405801325192e-11       5.738442876104e-13      -2.389530217274e-13       0.000000000000e+00 
 2128       2.394317903976e-11       5.767958490669e-13      -2.255814756832e-13       0.000000000000e+00 
 2129       2.382806430465e-11       5.798173765566e-13      -2.125799256952e-13       0.000000000000e+00 
 2130       2.371269700787e-11       5.829067617551e-13      -1.999515548381e-13       0.000000000000e+00 
 2131       2.359710521666e-11       5.860618878895e-13      -1.876995550699e-13       0.000000000000e+00 
 2132       2.348131710431e-11       5.892806297290e-13      -1.758271272415e-13       0.000000000000e+00 
 2133       2.336536095037e-11       5.925608535746e-13      -1.643374811057e-13       0.000000000000e+00 
 2134       2.324926514069e-11       5.959004172487e-13      -1.532338353263e-13       0.000000000000e+00 
 2135       2.313305816760e-11       5.992971700855e-13      -1.425194174874e-13       0.000000000000e+00 
 2136       2.301676863001e-11       6.027489529205e-13      -1.321974641026e-13       0.000000000000e+00 
 2137       2.290042523353e-11       6.062535980804e-13      -1.222712206243e-13       0.000000000000e+00 
 2138       2.278405679062e-11       6.098089293733e-13      -1.127439414527e-13       0.000000000000e+00 
 2139       2.266769222069e-11       6.134127620782e-13      -1.036188899450e-13       0.000000000000e+00 
 2140       2.255136055023e-11       6.170629029351e-13      -9.489933842473e-14       0.000000000000e+00 
 2141       2.243509091294e-11       6.207571501349e-13      -8.658856819086e-14       0.000000000000e+00 
 2142       2.231891254985e-11       6.244932933092e-13      -7.868986952703e-14       0.000000000000e+00 
 2143       2.220285330925e-11       6.282691388977e-13      -7.120555096684e-14       0.000000000000e+00 
 2144       2.208693513503e-11       6.320825864602e-13      -6.413395967431e-14       0.000000000000e+00 
 2145       2.197117854775e-11       6.359315528655e-13      -5.747244072828e-14       0.000000000000e+00 
 2146       2.185560414216e-11       6.398139469521e-13      -5.121832600159e-14       0.000000000000e+00 
 2147       2.174023258726e-11       6.437276695189e-13      -4.536893414442e-14       0.000000000000e+00 
 2148       2.162508462640e-11       6.476706133152e-13      -3.992157056761e-14       0.000000000000e+00 
 2149       2.151018107735e-11       6.516406630319e-13      -3.487352742597e-14       0.000000000000e+00 
 2150       2.139554283239e-11       6.556356952914e-13      -3.022208360160e-14       0.000000000000e+00 
 2151       2.128119085840e-11       6.596535786386e-13      -2.596450468722e-14       0.000000000000e+00 
 2152       2.116714619696e-11       6.636921735316e-13      -2.209804296946e-14       0.000000000000e+00 
 2153       2.105342996439e-11       6.677493323315e-13      -1.861993741223e-14       0.000000000000e+00 
 2154       2.094006335188e-11       6.718228992938e-13      -1.552741363996e-14       0.000000000000e+00 
 2155       2.082706762556e-11       6.759107105584e-13      -1.281768392099e-14       0.000000000000e+00 
 2156       2.071446412659e-11       6.800105941403e-13      -1.048794715086e-14       0.000000000000e+00 
 2157       2.060227427122e-11       6.841203699203e-13      -8.535388835633e-15       0.000000000000e+00 
 2158       2.049051955091e-11       6.882378496354e-13      -6.957181075193e-15       0.000000000000e+00 
 2159       2.037922153239e-11       6.923608368692e-13      -5.750482546593e-15       0.000000000000e+00 
 2160       2.026840185777e-11       6.964871270429e-13      -4.912438487356e-15       0.000000000000e+00 
 2161       2.015808224459e-11       7.006145074054e-13      -4.440180678798e-15       0.000000000000e+00 
 2162       2.004828448595e-11       7.047407570240e-13      -4.330827429345e-15       0.000000000000e+00 
 2163       1.993903045055e-11       7.088636467751e-13      -4.581483557853e-15       0.000000000000e+00 
 2164       1.983034208281e-11       7.129809393344e-13      -5.189240376923e-15       0.000000000000e+00 
 2165       1.972224140292e-11       7.170903891680e-13      -6.151175676222e-15       0.000000000000e+00 
 2166       1.961475050699e-11       7.211897425223e-13      -7.464353705801e-15       0.000000000000e+00 
 2167       1.950789156703e-11       7.252767374150e-13      -9.125825159411e-15       0.000000000000e+00 
 2168       1.940168683116e-11       7.293491036257e-13      -1.113262715782e-14       0.000000000000e+00 
 2169       1.929615862358e-11       7.334045626859e-13      -1.348178323215e-14       0.000000000000e+00 
 2170       1.919132934475e-11       7.374408278702e-13      -1.617030330716e-14       0.000000000000e+00 
 2171       1.908722147140e-11       7.414556041865e-13      -1.919518368458e-14       0.000000000000e+00 
 2172       1.898385755666e-11       7.454465883665e-13      -2.255340702646e-14       0.000000000000e+00 
 2173       1.888126023015e-11       7.494114688566e-13      -2.624194233843e-14       0.000000000000e+00 
 2174       1.877945219802e-11       7.533479258080e-13      -3.025774495307e-14       0.000000000000e+00 
 2175       1.867845624307e-11       7.572536310676e-13      -3.459775651319e-14       0.000000000000e+00 
 2176       1.857829522485e-11       7.611262481684e-13      -3.925890495520e-14       0.000000000000e+00 
 2177       1.847899207971e-11       7.649634323200e-13      -4.423810449234e-14       0.000000000000e+00 
 2178       1.838056982089e-11       7.687628303991e-13      -4.953225559810e-14       0.000000000000e+00 
 2179       1.828305153862e-11       7.725220809406e-13      -5.513824498947e-14       0.000000000000e+00 
 2180       1.818646040021e-11       7.762388141272e-13      -6.105294561027e-14       0.000000000000e+00 
 2181       1.809081965013e-11       7.799106517808e-13      -6.727321661449e-14       0.000000000000e+00 
 2182       1.799614966944e-11       7.835354196910e-13      -7.379545552641e-14       0.000000000000e+00 
 2183       1.790245913254e-11       7.871117861776e-13      -8.061425147060e-14       0.000000000000e+00 
 2184       1.780975379127e-11       7.906386277937e-13      -8.772372287312e-14       0.000000000000e+00 
 2185       1.771803941020e-11       7.941148173720e-13      -9.511796443639e-14       0.000000000000e+00 
 2186       1.762732176659e-11       7.975392240204e-13      -1.027910471112e-13       0.000000000000e+00 
 2187       1.753760665043e-11       8.009107131186e-13      -1.107370180688e-13       0.000000000000e+00 
 2188       1.744889986446e-11       8.042281463133e-13      -1.189499006728e-13       0.000000000000e+00 
 2189       1.736120722417e-11       8.074903815146e-13      -1.274236944514e-13       0.000000000000e+00 
 2190       1.727453455779e-11       8.106962728917e-13      -1.361523750693e-13       0.000000000000e+00 
 2191       1.718888770635e-11       8.138446708686e-13      -1.451298942997e-13       0.000000000000e+00 
 2192       1.710427252362e-11       8.169344221204e-13      -1.543501799966e-13       0.000000000000e+00 
 2193       1.702069487621e-11       8.199643695688e-13      -1.638071360663e-13       0.000000000000e+00 
 2194       1.693816064350e-11       8.229333523785e-13      -1.734946424400e-13       0.000000000000e+00 
 2195       1.685667571771e-11       8.258402059526e-13      -1.834065550457e-13       0.000000000000e+00 
 2196       1.677624600386e-11       8.286837619286e-13      -1.935367057799e-13       0.000000000000e+00 
 2197       1.669687741984e-11       8.314628481746e-13      -2.038789024801e-13       0.000000000000e+00 
 2198       1.661857589637e-11       8.341762887848e-13      -2.144269288964e-13       0.000000000000e+00 
 2199       1.654134737702e-11       8.368229040758e-13      -2.251745446639e-13       0.000000000000e+00 
 2200       1.646519781825e-11       8.394015105821e-13      -2.361154852747e-13       0.000000000000e+00 
 2201       1.639013318941e-11       8.419109210524e-13      -2.472434620496e-13       0.000000000000e+00 
 2202       1.631615947271e-11       8.443499444450e-13      -2.585521621105e-13       0.000000000000e+00 
 2203       1.624328266329e-11       8.467173859242e-13      -2.700352483521e-13       0.000000000000e+00 
 2204       1.617150876922e-11       8.490120468560e-13      -2.816863594145e-13       0.000000000000e+00 
 2205       1.610084381145e-11       8.512327248038e-13      -2.934991096546e-13       0.000000000000e+00 
 2206       1.603129382391e-11       8.533782135247e-13      -3.054670891185e-13       0.000000000000e+00 
 2207       1.596286485347e-11       8.554473029651e-13      -3.175838635134e-13       0.000000000000e+00 
 2208       1.589556295994e-11       8.574387792566e-13      -3.298429741798e-13       0.000000000000e+00 
 2209       1.582939421614e-11       8.593514247120e-13      -3.422379380631e-13       0.000000000000e+00 
 2210       1.576436470784e-11       8.611840178214e-13      -3.547622476864e-13       0.000000000000e+00 
 2211       1.570048053380e-11       8.629353332476e-13      -3.674093711219e-13       0.000000000000e+00 
 2212       1.563774780583e-11       8.646041418224e-13      -3.801727519629e-13       0.000000000000e+00 
 2213       1.557617264870e-11       8.661892105424e-13      -3.930458092965e-13       0.000000000000e+00 
 2214       1.551576120025e-11       8.676893025648e-13      -4.060219376748e-13       0.000000000000e+00 
 2215       1.545651961133e-11       8.691031772034e-13      -4.190945070876e-13       0.000000000000e+00 
 2216       1.539845404587e-11       8.704295899245e-13      -4.322568629341e-13       0.000000000000e+00 
 2217       1.534157068082e-11       8.716672923428e-13      -4.455023259949e-13       0.000000000000e+00 
 2218       1.528587570624e-11       8.728150322171e-13      -4.588241924043e-13       0.000000000000e+00 
 2219       1.523137532525e-11       8.738715534467e-13      -4.722157336221e-13       0.000000000000e+00 
 2220       1.517807575408e-11       8.748355960667e-13      -4.856701964058e-13       0.000000000000e+00 
 2221       1.512598065508e-11       8.757061514641e-13      -4.991810353782e-13       0.000000000000e+00 
 2222       1.507508341731e-11       8.764832298719e-13      -5.127426124626e-13       0.000000000000e+00 
 2223       1.502537482511e-11       8.771670979259e-13      -5.263495020021e-13       0.000000000000e+00 
 2224       1.497684562038e-11       8.777580239058e-13      -5.399962585605e-13       0.000000000000e+00 
 2225       1.492948650257e-11       8.782562777377e-13      -5.536774168996e-13       0.000000000000e+00 
 2226       1.488328812856e-11       8.786621309959e-13      -5.673874919573e-13       0.000000000000e+00 
 2227       1.483824111270e-11       8.789758569052e-13      -5.811209788249e-13       0.000000000000e+00 
 2228       1.479433602666e-11       8.791977303431e-13      -5.948723527252e-13       0.000000000000e+00 
 2229       1.475156339947e-11       8.793280278416e-13      -6.086360689899e-13       0.000000000000e+00 
 2230       1.470991371739e-11       8.793670275895e-13      -6.224065630373e-13       0.000000000000e+00 
 2231       1.466937742393e-11       8.793150094345e-13      -6.361782503500e-13       0.000000000000e+00 
 2232       1.462994491974e-11       8.791722548853e-13      -6.499455264529e-13       0.000000000000e+00 
 2233       1.459160656259e-11       8.789390471135e-13      -6.637027668904e-13       0.000000000000e+00 
 2234       1.455435266732e-11       8.786156709562e-13      -6.774443272044e-13       0.000000000000e+00 
 2235       1.451817350576e-11       8.782024129174e-13      -6.911645429121e-13       0.000000000000e+00 
 2236       1.448305930673e-11       8.776995611710e-13      -7.048577294834e-13       0.000000000000e+00 
 2237       1.444900025592e-11       8.771074055618e-13      -7.185181823185e-13       0.000000000000e+00 
 2238       1.441598649591e-11       8.764262376088e-13      -7.321401767262e-13       0.000000000000e+00 
 2239       1.438400812607e-11       8.756563505062e-13      -7.457179679010e-13       0.000000000000e+00 
 2240       1.435305520251e-11       8.747980391263e-13      -7.592457909009e-13       0.000000000000e+00 
 2241       1.432311773808e-11       8.738516000213e-13      -7.727178606253e-13       0.000000000000e+00 
 2242       1.429418570226e-11       8.728173314254e-13      -7.861283717926e-13       0.000000000000e+00 
 2243       1.426624902111e-11       8.716955332568e-13      -7.994714989178e-13       0.000000000000e+00 
 2244       1.423929757727e-11       8.704865071201e-13      -8.127413962903e-13       0.000000000000e+00 
 2245       1.421332120988e-11       8.691905563083e-13      -8.259321979516e-13       0.000000000000e+00 
 2246       1.418830971449e-11       8.678079858045e-13      -8.390380176727e-13       0.000000000000e+00 
 2247       1.416425284308e-11       8.663391022847e-13      -8.520529489323e-13       0.000000000000e+00 
 2248       1.414114030396e-11       8.647842141194e-13      -8.649710648943e-13       0.000000000000e+00 
 2249       1.411896176174e-11       8.631436313759e-13      -8.777864183850e-13       0.000000000000e+00 
 2250       1.409770683727e-11       8.614176658203e-13      -8.904930418716e-13       0.000000000000e+00 
 2251       1.407736510757e-11       8.596066309198e-13      -9.030849474394e-13       0.000000000000e+00 
 2252       1.405792610583e-11       8.577108418445e-13      -9.155561267696e-13       0.000000000000e+00 
 2253       1.403937932130e-11       8.557306154698e-13      -9.279005511168e-13       0.000000000000e+00 
 2254       1.402171419929e-11       8.536662703782e-13      -9.401121712872e-13       0.000000000000e+00 
 2255       1.400492014109e-11       8.515181268620e-13      -9.521849176158e-13       0.000000000000e+00 
 2256       1.398898650389e-11       8.492865069245e-13      -9.641126999442e-13       0.000000000000e+00 
 2257       1.397390260082e-11       8.469717342828e-13      -9.758894075985e-13       0.000000000000e+00 
 2258       1.395965770080e-11       8.445741343699e-13      -9.875089093668e-13       0.000000000000e+00 
 2259       1.394624102854e-11       8.420940343363e-13      -9.989650534769e-13       0.000000000000e+00 
